rsvp_id,event_id,member_id,guests,response,created,mtime
668840502,"101726442",29260162,0,"no",1359396600000,1359396600000
668169322,"101726442",7940548,0,"no",1359347761000,1359347778000
672296072,"101726442",57347222,0,"no",1359600167000,1359600167000
668481992,"101726442",7473352,0,"no",1359380712000,1359381002000
669014312,"101729122",13753718,0,"yes",1359403038000,1359403038000
668486222,"101729122",7473352,0,"no",1359380972000,1359380972000
672294232,"101729122",57347222,0,"no",1359600063000,1359600063000
668190962,"101729122",7940548,0,"no",1359349059000,1359349137000
668221182,"101729122",59258622,0,"no",1359351224000,1359351224000
668840702,"101729122",29260162,0,"no",1359396606000,1359396606000
668485892,"101731062",7473352,0,"no",1359380950000,1359380950000
680179502,"101731062",57347222,0,"no",1360126459000,1360126459000
668789692,"101731062",36360852,2,"yes",1359394793000,1359394793000
668845252,"101731062",29260162,0,"no",1359396769000,1359396769000
668209862,"101731062",7940548,0,"yes",1359350369000,1359350369000
706089992,"101732722",3570728,0,"no",1361916759000,1361916759000
776115732,"101732722",53942392,0,"yes",1366655518000,1366655518000
774013722,"101732722",57347222,0,"no",1366508874000,1366508874000
708422712,"101732722",29260162,0,"no",1362070943000,1363367975000
668224322,"101732722",7940548,0,"no",1359351473000,1359351488000
668485372,"101732722",7473352,0,"no",1359380923000,1359380924000
668250632,"101735632",7940548,0,"no",1359353777000,1359353797000
668839442,"101735632",29260162,0,"no",1359396568000,1359396568000
668481602,"101735632",7473352,0,"no",1359380690000,1359380690000
668629112,"101735632",73541742,0,"no",1359388165000,1359388165000
669485792,"101735632",57347222,0,"no",1359422113000,1359422113000
668411892,"101735632",74830712,2,"yes",1359375256000,1359375279000
706081052,"101736532",3570728,0,"no",1361916346000,1361916346000
708416842,"101736532",29260162,0,"no",1362070638000,1362070638000
706167422,"101736532",65800752,0,"no",1361920535000,1361920535000
668303762,"101736532",7211579,0,"yes",1359359978000,1359359978000
668256752,"101736532",7940548,0,"no",1359354356000,1359354366000
719874292,"101736532",7473352,0,"no",1362835736000,1362835737000
668270362,"101738112",7940548,0,"no",1359355728000,1359355753000
689790752,"101738112",8047766,0,"yes",1360792559000,1360792559000
694745162,"101738112",65800752,0,"no",1361164397000,1361164397000
695656812,"101738112",51155242,0,"yes",1361222996000,1361222996000
692283262,"101738112",74830712,2,"yes",1360972944000,1360972944000
702055552,"101738112",2986539,0,"yes",1361649608000,1361649608000
689970832,"101738112",57347222,0,"no",1360802634000,1360802634000
684266472,"101738112",79915532,0,"yes",1360417642000,1360417642000
668846072,"101738112",29260162,0,"no",1359396796000,1359396796000
691220482,"101738702",7427369,0,"no",1360894398000,1361471692000
668276252,"101738702",7940548,0,"no",1359356356000,1359356371000
697791272,"101738702",13753718,0,"yes",1361365715000,1361365715000
694741802,"101738702",80765892,0,"yes",1361164111000,1361164111000
668541502,"101738702",8047766,0,"yes",1359383964000,1359383964000
668845892,"101738702",29260162,0,"no",1359396790000,1359396790000
684584322,"101738702",49930402,0,"yes",1360438351000,1360438351000
694743462,"101738702",65800752,0,"no",1361164249000,1361164249000
689971112,"101738702",57347222,0,"no",1360802644000,1360802644000
698432722,"101738702",77208362,0,"yes",1361398290000,1361398290000
691905502,"101738702",7473352,0,"no",1360952127000,1360952127000
698645222,"101738702",78304472,0,"yes",1361409283000,1361409283000
775774722,"101739342",80883672,0,"yes",1366642367000,1366642367000
774941772,"101739342",57347222,0,"no",1366584209000,1366584209000
668281472,"101739342",7940548,0,"no",1359356936000,1359356947000
706090642,"101739342",3570728,0,"no",1361916791000,1361916791000
708423122,"101739342",29260162,0,"no",1362070967000,1362070967000
685119192,"101739342",7427369,0,"yes",1360481217000,1360481217000
672310282,"101740542",57347222,0,"no",1359600792000,1359600792000
668845112,"101740542",29260162,0,"no",1359396763000,1359396763000
668291742,"101740542",7940548,0,"no",1359358241000,1359358285000
668484262,"101740542",7473352,0,"no",1359380855000,1359380855000
684717272,"101740542",79984082,0,"yes",1360447182000,1360447182000
46918921,"10182660",8846985,0,"no",1239779380000,1239779380000
46868774,"10182660",8969545,0,"no",1239733912000,1239733912000
46852162,"10182660",5867585,9,"yes",1239722305000,1239722567000
46853990,"10182660",2986832,0,"no",1239723688000,1239723688000
47009386,"10182660",8300250,0,"no",1239896513000,1239896513000
46965890,"10182660",7112265,1,"yes",1239836874000,1239836874000
46974347,"10182660",2251804,0,"no",1239844064000,1239844064000
47006658,"10182660",8536297,1,"yes",1239894212000,1239894212000
46959817,"10182660",2193331,0,"no",1239832460000,1239832460000
48921356,"10187313",2757620,0,"yes",1242163849000,1242163849000
47932174,"10187313",7906126,0,"yes",1241001396000,1241001396000
48920593,"10187313",622260,0,"yes",1242163275000,1242163275000
47894033,"10187313",8814027,0,"yes",1240951750000,1240951750000
47920660,"10187313",7595901,0,"yes",1240973942000,1240973942000
48393241,"10187313",6881092,0,"yes",1241534995000,1241534995000
48925726,"10187313",9544848,0,"no",1242167413000,1242167413000
47885599,"10187313",7604696,0,"no",1240946084000,1242072927000
48035875,"10187313",9464172,0,"yes",1241114812000,1241114812000
47899436,"10187313",5010990,0,"yes",1240955905000,1240955905000
47997234,"10187313",5852474,0,"yes",1241058797000,1241058797000
48828988,"10187313",9077283,0,"no",1242069395000,1242069395000
47887425,"10187313",4185821,0,"no",1240947297000,1240947297000
47954510,"10187313",7962671,0,"yes",1241025283000,1241025283000
48875862,"10187313",9272810,0,"yes",1242119691000,1242119691000
48886131,"10187313",2021906,0,"yes",1242137258000,1242137258000
48021876,"10187313",9246317,0,"yes",1241102882000,1241102882000
47911552,"10187313",8823184,0,"yes",1240966280000,1240966280000
48075910,"10187313",8626923,0,"yes",1241148632000,1241148632000
47885723,"10187313",7585366,0,"no",1240946173000,1240946173000
47923103,"10187313",7589355,0,"no",1240976465000,1240976465000
47886002,"10187313",5982213,0,"no",1240946369000,1242067016000
48856501,"10187313",2039012,0,"yes",1242090242000,1242090242000
47887807,"10187313",8737276,0,"yes",1240947564000,1240947564000
48423880,"10187313",5918539,0,"yes",1241556449000,1241556449000
48917968,"10187313",9235417,0,"yes",1242161338000,1242161338000
48869615,"10187313",8767412,0,"no",1242101497000,1242101497000
48026610,"10187313",9340736,0,"yes",1241107146000,1241107146000
47885811,"10187313",4498099,0,"yes",1240946240000,1240946240000
47952382,"10187313",4589481,0,"yes",1241023689000,1241023689000
48605087,"10189588",7905457,1,"yes",1241749626000,1241749626000
671321882,"101928602",57347222,0,"no",1359547758000,1359547758000
670017442,"101928602",7473352,0,"no",1359465662000,1359465662000
669861032,"101928602",7940548,0,"no",1359444642000,1359444657000
672217782,"101928602",29260162,0,"no",1359596460000,1359596460000
670041292,"101928602",62712452,0,"no",1359467403000,1359467403000
46956148,"10193269",7905457,0,"yes",1239830458000,1239830458000
46958564,"10193407",7905457,0,"yes",1239831760000,1239831760000
46973867,"10194869",7905457,0,"yes",1239843659000,1239843659000
677040392,"101983502",4107613,0,"yes",1359942666000,1359942666000
673073942,"101983502",14006774,0,"yes",1359659747000,1359659747000
677214002,"101983502",35084782,0,"no",1359953023000,1359953023000
677119812,"101983502",8372031,0,"no",1359947294000,1359947294000
675064162,"101983502",77884272,0,"yes",1359784697000,1359784697000
675675492,"101983502",53693642,0,"yes",1359840211000,1360294274000
670326132,"101983502",8531395,0,"yes",1359483112000,1359483112000
670622082,"101983502",56848722,0,"no",1359496789000,1359934174000
673741512,"101983502",10051226,0,"yes",1359693475000,1359693475000
681013962,"101983502",1394349,0,"no",1360186379000,1360447626000
677285322,"101983502",49289572,0,"no",1359958190000,1360168906000
683281372,"101983502",22857181,0,"yes",1360340923000,1360447626000
678652902,"101983502",77033782,0,"yes",1360031310000,1360031310000
673856532,"102473152",7940548,0,"no",1359704612000,1359704630000
738022972,"102473152",78304472,0,"no",1364073951000,1364074801000
733478272,"102473152",57347222,0,"no",1363752095000,1363752095000
708421762,"102473152",29260162,0,"no",1362070894000,1362070894000
706086822,"102473152",3570728,0,"no",1361916613000,1361916613000
736772592,"102473152",7473352,0,"no",1363977277000,1363989120000
872769542,"102931192",100489042,0,"no",1373173406000,1373173406000
878795812,"102931192",75052352,0,"no",1373549008000,1373549008000
679103032,"102931192",7473352,0,"no",1360072719000,1360072719000
694296142,"102931192",65800752,0,"no",1361138715000,1361918741000
882219372,"102931192",102135222,0,"yes",1373780220000,1373780220000
739017342,"102931192",10292749,0,"yes",1364158449000,1364158449000
679060392,"102931192",73541742,0,"yes",1360069469000,1360069469000
677577142,"102931192",11557456,0,"yes",1359988668000,1359988668000
679231952,"102931192",10847977,0,"yes",1360080093000,1360080093000
706092772,"102931192",3570728,0,"no",1361916892000,1361916892000
678888952,"102931192",7940548,0,"no",1360045593000,1360045593000
883306232,"102931192",101642352,0,"yes",1373858677000,1373858677000
48147440,"10294692",7905457,0,"yes",1241229141000,1241229141000
48036628,"10297674",3553351,0,"yes",1241115388000,1241115388000
48021581,"10297674",8300250,0,"no",1241102634000,1241102634000
48598130,"10297674",8846985,0,"no",1241742889000,1241742889000
48603811,"10297674",2251804,0,"no",1241748399000,1241748399000
47979262,"10297674",2986832,5,"yes",1241042976000,1241101736000
678696452,"103051292",12129438,0,"yes",1360033373000,1360033373000
678774022,"103051292",79328522,1,"yes",1360037161000,1360037161000
679495242,"103051292",7891333,0,"no",1360092521000,1360092521000
678538342,"103051292",10949225,0,"yes",1360026137000,1360026137000
678585972,"103051292",27865942,0,"yes",1360028250000,1360028250000
679155592,"103051292",74417292,0,"no",1360075945000,1360075945000
678610862,"103051292",12314700,0,"no",1360029401000,1360029401000
678637492,"103051292",41478652,0,"no",1360030592000,1360030592000
679101922,"103051292",54453632,0,"no",1360072625000,1360072625000
678974772,"103105002",7940548,1,"yes",1360058731000,1364324984000
696184382,"103105002",69872562,0,"yes",1361247769000,1361247769000
731039312,"103105002",57347222,0,"no",1363617468000,1363617468000
679102572,"103105002",7473352,0,"no",1360072686000,1360072686000
679022192,"103105002",69399512,0,"yes",1360065524000,1360065524000
706086072,"103105002",3570728,0,"no",1361916577000,1361916577000
733658562,"103105002",30126012,0,"no",1363776259000,1363903122000
681256042,"103110432",79611602,1,"yes",1360198492000,1360198492000
772774302,"103110432",57347222,0,"no",1366409015000,1366409015000
679029412,"103110432",69399512,0,"yes",1360066381000,1360066381000
679023782,"103110432",7940548,0,"no",1360065671000,1360065682000
706090412,"103110432",3570728,0,"no",1361916775000,1361916775000
752245172,"103110432",74673362,1,"yes",1365054558000,1365054558000
778498742,"103110432",7473352,0,"no",1366807828000,1366807828000
718061272,"103110432",10016450,0,"yes",1362698959000,1362698978000
776869622,"103110432",19953851,0,"yes",1366690335000,1366690335000
779012602,"103110432",53942392,0,"no",1366833039000,1366833039000
680179262,"103110632",57347222,0,"no",1360126440000,1360126440000
679027022,"103110632",7940548,0,"no",1360066118000,1360066126000
679109582,"103110632",13383487,0,"yes",1360073173000,1360073192000
679169232,"103110632",13753718,0,"yes",1360076769000,1360076769000
679107792,"103110632",7473352,0,"no",1360073037000,1360073037000
679167462,"103110632",7211579,0,"yes",1360076669000,1360076669000
706080042,"103111282",3570728,0,"no",1361916308000,1361916308000
679169122,"103111282",8047766,1,"yes",1360076763000,1360076763000
708415852,"103111282",29260162,0,"no",1362070597000,1362070601000
679032192,"103111282",7940548,0,"no",1360066745000,1360066759000
706163382,"103111282",65800752,0,"no",1361920342000,1361920342000
706082892,"103217342",3570728,0,"no",1361916424000,1361916424000
720264572,"103217342",7473352,0,"no",1362861373000,1362861373000
727053722,"103217342",13191958,0,"no",1363309741000,1363309741000
685118372,"103217342",7427369,0,"yes",1360481066000,1360481066000
679840422,"103217342",7940548,0,"no",1360109008000,1360109018000
708418532,"103217342",29260162,0,"no",1362070726000,1362070726000
690171372,"103217342",13922892,0,"yes",1360813121000,1360813121000
685118232,"103291202",7427369,0,"no",1360481037000,1360481037000
708418082,"103291202",29260162,0,"no",1362070702000,1362070702000
680353632,"103291202",7940548,0,"no",1360148907000,1360148918000
720264322,"103291202",7473352,0,"no",1362861354000,1362861357000
706169732,"103291202",65800752,0,"no",1361920638000,1361920638000
706082452,"103291202",3570728,0,"no",1361916406000,1361916406000
725930212,"103291202",57347222,0,"no",1363232878000,1363232878000
680403192,"103291202",13753718,0,"no",1360154943000,1360154943000
771112992,"103291662",7473352,0,"no",1366304907000,1366304907000
708426282,"103291662",29260162,0,"no",1362071116000,1362071116000
680357192,"103291662",7940548,0,"yes",1360149405000,1360149405000
706091452,"103291662",3570728,0,"no",1361916830000,1361916830000
771112472,"103292032",7473352,0,"no",1366304884000,1366304884000
739016482,"103292032",10292749,0,"yes",1364158395000,1364158395000
684273202,"103292032",79915532,0,"yes",1360418275000,1360418275000
688761922,"103292032",7427369,0,"no",1360719073000,1363109372000
706091092,"103292032",3570728,0,"no",1361916814000,1361916814000
708423282,"103292032",29260162,0,"no",1362070975000,1362070975000
680427142,"103292032",73657442,1,"yes",1360157003000,1360157003000
776827272,"103292032",57347222,0,"no",1366687532000,1366687532000
699842962,"103292032",12349125,0,"yes",1361488106000,1361488106000
682533592,"103292032",30126012,0,"yes",1360282146000,1360282146000
680361182,"103292032",7940548,0,"no",1360150018000,1366954981000
680402412,"103292032",13753718,0,"yes",1360154865000,1360154865000
706169092,"103292372",65800752,0,"no",1361920617000,1361920617000
708417822,"103292372",29260162,0,"no",1362070689000,1362070689000
680417102,"103292372",7473352,0,"no",1360156176000,1360156176000
680364162,"103292372",7940548,0,"yes",1360150490000,1360150490000
724805042,"103292372",57347222,0,"no",1363172620000,1363172620000
706082262,"103292372",3570728,0,"no",1361916396000,1361916396000
722648332,"103292542",57347222,0,"no",1363030416000,1363030416000
706167592,"103292542",65800752,0,"no",1361920543000,1361920543000
718821672,"103292542",56880002,0,"no",1362757160000,1362757160000
689785172,"103292542",8047766,0,"yes",1360792280000,1360792280000
680366442,"103292542",7940548,0,"yes",1360150870000,1360150870000
715613862,"103292542",7473352,0,"no",1362539542000,1362539542000
715558822,"103292542",80765892,1,"yes",1362536855000,1362536878000
715559122,"103292542",12349125,2,"yes",1362536871000,1362536871000
708416982,"103292542",29260162,0,"no",1362070645000,1362070645000
706080732,"103292542",3570728,0,"no",1361916335000,1361916335000
715545312,"103292542",8013100,0,"yes",1362536289000,1362536289000
708792332,"103302752",29260162,0,"no",1362088329000,1362088329000
829341992,"103302752",10776313,0,"yes",1370262634000,1370262634000
680461142,"103302752",7940548,0,"no",1360159407000,1360159417000
680474222,"103302752",7473352,0,"no",1360160244000,1360160244000
826554762,"103302752",57347222,0,"no",1370048939000,1370048939000
706092502,"103302752",3570728,0,"no",1361916877000,1361916877000
54594820,"10333485",5982213,0,"yes",1248808246000,1248808246000
54595864,"10333485",5185082,0,"yes",1248808965000,1248808965000
54595135,"10333485",2961076,0,"yes",1248808465000,1248808961000
54596681,"10333485",7585366,0,"no",1248809475000,1248809475000
54496844,"10333485",2021906,0,"yes",1248712244000,1248712244000
54660442,"10333485",8915982,0,"no",1248889635000,1249928104000
55620703,"10333485",8197324,0,"yes",1250003327000,1250003327000
55551337,"10333485",6881092,0,"no",1249928069000,1249928069000
54594429,"10333485",7602167,0,"yes",1248808004000,1248808004000
55556991,"10333485",1472508,0,"no",1249931626000,1249931626000
54625410,"10333485",7962671,0,"yes",1248832680000,1248832680000
55552661,"10333485",8626923,0,"no",1249928896000,1249928896000
55631027,"10333485",5010990,0,"no",1250011382000,1250011382000
54596799,"10333485",4185821,0,"no",1248809558000,1248809558000
55573187,"10333485",10159851,0,"no",1249942647000,1249942647000
54595012,"10333485",9544476,0,"yes",1248808383000,1248808383000
54673625,"10333485",10077930,0,"yes",1248898210000,1248898210000
55640304,"10333485",9075197,0,"yes",1250017079000,1250017079000
55553783,"10333485",9246317,0,"yes",1249929558000,1249929558000
54595065,"10333485",8814027,0,"yes",1248808418000,1248808418000
53671167,"10333485",9964873,0,"no",1247699631000,1247699631000
680779562,"103346092",7940548,0,"no",1360175947000,1360176047000
680920902,"103346092",7473352,0,"no",1360182324000,1360182324000
685993572,"103346092",57347222,0,"no",1360546437000,1360546437000
694743862,"103424072",65800752,0,"no",1361164280000,1361164280000
699158852,"103424072",7473352,0,"no",1361453190000,1361547347000
694655592,"103424072",29260162,0,"no",1361158680000,1361158680000
694127502,"103424072",62712452,0,"no",1361130070000,1361130070000
681339332,"103424072",7940548,0,"no",1360202445000,1360202464000
693516262,"103424072",80765892,0,"no",1361073187000,1361073187000
699063032,"103424072",13753718,0,"yes",1361441737000,1361441737000
708415502,"103466672",29260162,0,"no",1362070576000,1362070576000
687182352,"103466672",62712452,0,"no",1360619133000,1360619133000
706161942,"103466672",65800752,0,"no",1361920269000,1361920269000
711276062,"103466672",73541742,0,"yes",1362263700000,1362263700000
706079832,"103466672",3570728,0,"no",1361916291000,1361916291000
681822342,"103466672",7473352,0,"no",1360245551000,1360245551000
681646072,"103466672",7940548,0,"no",1360222002000,1360222018000
708415782,"103467612",29260162,0,"no",1362070591000,1362070591000
681655632,"103467612",7940548,0,"no",1360223494000,1360223506000
706163032,"103467612",65800752,0,"no",1361920329000,1361920329000
681661812,"103467612",7211579,0,"yes",1360224527000,1360224527000
698921882,"103467612",73325862,0,"yes",1361423204000,1361423204000
706080212,"103467612",3570728,0,"no",1361916313000,1361916313000
683079992,"103650422",7940548,0,"yes",1360329271000,1360329271000
685110862,"103650422",57347222,0,"no",1360479763000,1360479763000
683143552,"103650422",7473352,0,"no",1360333487000,1360333487000
706263322,"103650922",7473352,0,"no",1361925495000,1361925495000
706083142,"103650922",3570728,0,"no",1361916436000,1361916436000
683086992,"103650922",7940548,0,"no",1360329757000,1360329767000
725930912,"103650922",57347222,0,"no",1363232916000,1363232916000
694296322,"103913292",65800752,0,"no",1361138729000,1361918748000
796433672,"103913292",3570728,0,"no",1367992184000,1367992184000
701963282,"103913292",10740013,0,"yes",1361643787000,1361643787000
880555042,"103913292",13299155,1,"yes",1373653357000,1373653357000
868004432,"103913292",100489042,1,"yes",1372812124000,1375137353000
861192552,"103913292",99750402,0,"yes",1372343907000,1372343907000
696161162,"103913292",14442093,2,"yes",1361246408000,1361246408000
685243542,"103913292",7473352,0,"no",1360503611000,1360503611000
899575972,"103913292",2294859,0,"no",1374953059000,1374953059000
891024052,"103913292",208399,0,"no",1374368698000,1375315133000
685225142,"103913292",7940548,0,"no",1360501675000,1374828555000
752247752,"103913292",74673362,2,"yes",1365054814000,1365054814000
783951562,"103913292",75052352,0,"no",1367190340000,1375014367000
898603732,"103913292",7658816,0,"no",1374872482000,1375220272000
708427742,"103913292",29260162,0,"no",1362071192000,1362071192000
904588772,"103913292",80883672,0,"yes",1375285468000,1375285468000
733487602,"103913292",57347222,0,"yes",1363752739000,1363752739000
710967902,"103914192",36833022,0,"yes",1362244470000,1362244470000
706165882,"103914192",65800752,0,"no",1361920464000,1361920479000
696180862,"103914192",69872562,0,"no",1361247540000,1362344720000
715759492,"103914192",56902572,0,"yes",1362548567000,1362548567000
717535112,"103914192",8013100,0,"yes",1362673206000,1362673206000
685926032,"103914192",31117782,0,"yes",1360543003000,1360543003000
712708542,"103914192",43016022,0,"yes",1362367754000,1362367754000
698439882,"103914192",78304472,0,"no",1361398626000,1362609614000
718706902,"103914192",7473352,0,"no",1362751090000,1362751090000
706080472,"103914192",3570728,0,"no",1361916322000,1361916322000
685232602,"103914192",7940548,0,"no",1360502541000,1360502640000
708416492,"103914192",29260162,0,"no",1362070618000,1362070618000
689173242,"103914192",69399512,0,"yes",1360757759000,1360757759000
48913999,"10396275",7905457,0,"yes",1242158577000,1242158577000
50985494,"10400835",7589355,0,"no",1244565729000,1244565729000
49876508,"10400835",5982213,0,"yes",1243364998000,1243364998000
50912036,"10400835",1472508,0,"no",1244486906000,1244486906000
50917415,"10400835",9340736,0,"no",1244490499000,1244490499000
49878598,"10400835",8685807,0,"no",1243366212000,1243366212000
50909001,"10400835",8004519,0,"yes",1244484985000,1244484985000
49877326,"10400835",8915982,0,"no",1243365453000,1244484843000
50538599,"10400835",9246317,0,"no",1244054273000,1244485129000
49937513,"10400835",8814027,0,"yes",1243432062000,1244479120000
50603379,"10400835",3125708,0,"yes",1244124329000,1244124329000
50995592,"10400835",6944122,0,"no",1244572351000,1244572351000
49791628,"10400835",9613236,0,"no",1243272375000,1243272375000
49914766,"10400835",7906126,0,"yes",1243391998000,1243561618000
49881252,"10400835",4589481,0,"yes",1243367860000,1243367860000
49892009,"10400835",6881092,0,"no",1243374932000,1243374932000
50945964,"10400835",2039012,0,"yes",1244511571000,1244511571000
50909356,"10400835",4498099,0,"yes",1244485205000,1244485207000
49877421,"10400835",8197324,0,"no",1243365507000,1243365507000
51014336,"10400835",6254,0,"yes",1244585079000,1244585079000
49881793,"10400835",1656778,0,"no",1243368207000,1243368207000
49876168,"10400835",2021906,0,"yes",1243364809000,1243364809000
49081544,"10400835",9544476,0,"no",1242339105000,1244500473000
50920667,"10400835",1916721,0,"yes",1244492481000,1244492481000
50074351,"10400835",622260,0,"yes",1243554855000,1243554855000
50908401,"10400835",8626923,0,"no",1244484659000,1244484659000
49881334,"10400835",9272810,0,"yes",1243367913000,1243367913000
50115156,"10421599",2986832,0,"no",1243608215000,1243608215000
49969549,"10421599",8300250,0,"no",1243454383000,1243454383000
50366926,"10421599",2193331,0,"no",1243893225000,1243893225000
50420178,"10421599",9510942,0,"no",1243951711000,1243951711000
50635491,"10421599",3064687,1,"yes",1244147394000,1244147394000
49158900,"10421599",6007283,0,"yes",1242425524000,1242425524000
706076172,"104466722",3570728,0,"no",1361916128000,1361916128000
692719932,"104466722",73541742,0,"yes",1361017509000,1361017509000
707138112,"104466722",7473352,0,"no",1361988519000,1361988520000
690038862,"104466722",7940548,0,"yes",1360806201000,1360806201000
689688682,"104466722",16160231,0,"yes",1360787431000,1360787431000
694747762,"104466722",65800752,0,"no",1361164583000,1361164583000
689675902,"104466722",10647995,0,"no",1360786776000,1360786776000
689651352,"104466722",11557456,0,"yes",1360785554000,1360785554000
691992392,"104771982",7940548,0,"no",1360956622000,1362767277000
692082012,"104771982",7473352,0,"no",1360961369000,1360961370000
708419172,"104771982",29260162,0,"no",1362070768000,1362070768000
706083952,"104771982",3570728,0,"no",1361916476000,1361916476000
725931672,"104771982",57347222,0,"no",1363232963000,1363232963000
777426192,"104774932",8656105,0,"yes",1366736433000,1366736433000
692016672,"104774932",7940548,1,"yes",1360957926000,1366393586000
693056302,"104774932",49930402,0,"yes",1361040652000,1361040652000
771111982,"104774932",7473352,0,"no",1366304860000,1366304860000
693613642,"104774932",13260435,0,"yes",1361082705000,1361082705000
702103442,"104774932",2986539,0,"yes",1361652822000,1361652822000
752244632,"104774932",74673362,1,"yes",1365054510000,1365054510000
774941652,"104774932",57347222,0,"no",1366584199000,1366584199000
692046052,"104774932",10647995,0,"no",1360959531000,1360959531000
706090222,"104774932",3570728,0,"no",1361916768000,1361916768000
708422902,"104774932",29260162,0,"no",1362070953000,1362070953000
775211262,"104774932",64445882,0,"no",1366598595000,1366677971000
50062892,"10517169",7905457,10,"yes",1243545645000,1244040979000
50721670,"10517169",5585814,0,"yes",1244235270000,1244235270000
695718912,"105217852",74574512,0,"yes",1361225542000,1361225542000
722988032,"105217852",22072621,0,"yes",1363044221000,1363044221000
705910282,"105217852",76758022,0,"yes",1361908381000,1361908456000
695624722,"105217852",74567662,0,"yes",1361221740000,1361221740000
719918112,"105217852",11355594,0,"yes",1362839407000,1362839407000
696619052,"105217852",80307282,0,"yes",1361289934000,1361289934000
730135342,"105217852",75472352,0,"yes",1363553082000,1363553082000
