id,name,urlname,link,rating,created,description,organiserName,organiserMemberId
1117294,"The Houston Couples Social Meetup","houstonsocialcouples","http://www.meetup.com/houstonsocialcouples/",4.77,1208716143000,"<p>Meet, socialize, laugh, and make friends with other couples in Houston!</p>
<p>Are you: <br> - Bored with your same weekend routine <br> - Bored with hanging with the same people <br> - Bored with the same hang outs <br> - Bored with staying at home on weekends <br> - New to town</p>
<p>We are fun &amp; lively COUPLES who meetup to socialize &amp; explore Greater Houston and beyond together. Our events are dining out, movies, dancing, listening to live music, sporting events, pubs, events/festivals, playing cards/boards games, wine &amp; beer tastings, outdoor activities.... <br> THE FUN AND POSSIBILITIES ARE ENDLESS TO WHAT WE CAN PLAN!</p>
<p><strong>We meet all around the greater Houston area, including The Galleria, Downtown/Midtown, West Houston, The Woodlands/Spring, Tomball, Katy/Cypress, Kemah/Galveston, Pearland, Sugar Land areas etc.</strong></p>
<p><strong>We have on average one event or more a month on our calendar, typically on a weekend or Friday night.</strong></p>
<p>Whether you're new to the area or longtime Houstonians, we invite you to make new friends and GET OUT OF THE HOUSE!&nbsp; <strong>Our couples include those that are married as well as those that are dating, ranging in age from early 20's to retirees, of all races and cultures, some with children and some without.&nbsp; We don't discriminate--we are truly a fun, diverse group of couples! <br> </strong></p>
<p><strong>Fill out the profile questions and place a picture of yourselves to get approved into the group. (A profile picture of yourself with face showing is required)</strong> When RSVPing to events, a ""Yes"" response indicates that you will be going and we take it seriously, so please don't RSVP ""Yes"" if you aren't sure.&nbsp; Most importantly:</p>
<p>!!! NOT A SWINGERS GROUP!! NOT A SWINGERS GROUP!! NOT A SWINGERS GROUP!! NOT A SWINGERS GROUP!!!</p>","Mandy & David",8970650
20880407,"Urban Bubbleball Meetup","Urban-Bubbleball-Meetup","http://www.meetup.com/Urban-Bubbleball-Meetup/",0,1477297707000,"<p>Bubbleball soccer matches at a indoor/outdoor gym!! Come have a blast!!</p>","Urban Bubbleball",215497425
18782616,"Houston Spark Meetup","Houston-Spark-Meetup","http://www.meetup.com/Houston-Spark-Meetup/",4.75,1438178254000,"<p>This meet up for all Spark enthusiasts in Houston Metro Area. It's a great opportunity to meet experts from industry verticals and learn how they are leveraging Spark to solve their modern big data challenges. We will also have technical experts who'll help provide guidance and latest in Scalable Machine Learning and Predictive Analytics. All of that in a friendly and congenial environment!</p>","Ved",140647242
19953692,"Houston Natural Language Processing Meetup","houston-natural-language-processing","http://www.meetup.com/houston-natural-language-processing/",0,1463276410000,"<p>This group is for anyone in the Houston area interested Natural Language Processing. Topics may include computational linguistics, machine learning, text analytics, data mining, information extraction, speech processing, sentiment analysis, etc. Note: this group has nothing to do with Neuro Linguistic Programming.</p>","Lynn Bender",195124456
18931613,"Just Business Cypress, Texas","Radical-Referrals-Cypress-Tx","http://www.meetup.com/Radical-Referrals-Cypress-Tx/",5,1442261269000,"<p>Radical Referrals is all about building community among independent business people and helping them create lifetime friendships with business-minded people who are dedicated to helping others with their products and services. We are proud to run a group with no gossip, no drama, and no competition, meanness or judgment. We want people to be encouraged and supported as they pursue their entrepreneurial dreams!</p>
<p>We have very easy membership guidelines and offer social/networking events and opportunities as well as bi-monthly referral meetings. I would love for you to join us and see if the group may be a good fit for you! There is no cost at all to visit the group. Please feel free to bring a friend, business partner, or fellow business owner who may also be able to benefit.</p>","Elissa Kirchner",6568398
1405728,"Women In Film -TV - Digital Media & Publishing","Womeninfilmtv","http://www.meetup.com/Womeninfilmtv/",4.94,1236803929000,"<p><strong>Our goal is to build a positive networking atmosphere where seasoned professional business women can come together to share ideas, offer support, Ideas and create solid business alliances.</strong></p>
<p><strong>Learn Tips &amp; Ideas for other women in &nbsp;</strong><span>Women In Film -TV - Digital Media &amp; Publishing&nbsp;</span></p>","Anita Long",7905457
20267120,"West Houston Urban 20's & 30's Hangouts & Sports","West-Houston-20s-30s-Hangout","http://www.meetup.com/West-Houston-20s-30s-Hangout/",0,1470061104000,"<p>This group is for young and fun people who may not be from Houston looking to meet new friends, singles, and much more. This group is destined to be fun so only cool and fun people please join!!</p>","Shay Mayes",183821278
20065701,"Houston 25-35 Women Small group","Houston-25-35-Women-Small-group","http://www.meetup.com/Houston-25-35-Women-Small-group/",0,1465763581000,"<p>Small group of ladies (less than 15) who want to meet new people &amp; experience the fun of Houston</p>","Ashley Longoria",195682739
18976689,"Houston Ukrainian Events","HoustonUkrainianEvents","http://www.meetup.com/HoustonUkrainianEvents/",5,1443470088000,"<p><span>This Meetup group was created to inform Houstonians and visitors about upcoming Ukrainian events (and volunteering opportunities) in Houston.&nbsp;</span><span>Unfortunately, organizer will not be proceeding with this Meetup Group due to high cost. If you would like to receive email communications about upcoming Ukrainian events in Houston, register at&nbsp;</span><a href=""http://www.uacch.net/"">www.uacch.net</a><span>&nbsp;and at</span><a href=""http://www.pokrova.org/"">http://www.pokrova.org/</a></p>
<p><a href=""http://www.pokrova.org/""></a>Here's a list of Ukrainian community organizations in Houston, where you can find additional information by checking their websites and Facebook pages.</p>
<p>Ukrainian American Cultural Club of Houston&nbsp;<br>Website:&nbsp;<a href=""http://www.uacch.net/"">www.uacch.net</a>&nbsp;<br>Facebook:&nbsp;<a href=""http://www.facebook.com/UACCHouston"">www.facebook.com/UACCHouston</a>&nbsp;<br><br>Pokrova Protection of the Mother of God Ukrainian Catholic Church&nbsp;<br>Website:&nbsp;<a href=""http://www.pokrova.org/"">www.pokrova.org</a>&nbsp;<br>9102 Meadowshire, Houston, TX 77037&nbsp;<br><br>“Ridna Shkola” Ukrainian School of Houston&nbsp;<br>Facebook:&nbsp;<a href=""http://www.facebook.com/RidnaShkolaHouston"">www.facebook.com/RidnaShkolaHouston</a>&nbsp;,&nbsp;<br><br>Ukrainian National Women's League of America, Inc. Branch 118&nbsp;<br>Facebook:&nbsp;<a href=""http://www.facebook.com/UNWLAHouston"">www.facebook.com/UNWLAHouston</a></p>
<p>Thank you for your interest in Houston Ukrainian Events Meetup group!</p>",,
20325161,"Kx Community Houston Meetup","kx-houston","http://www.meetup.com/kx-houston/",0,1471445915000,"<p>This group is for those interested in the kdb+ database and its programming language, q. The idea is to provide an environment for people to meet, chat and present various topics on kdb+ and its industry applications. Everybody from total newbies to q ""Gods"" are welcome!</p>","Kx Community",196296186
18939306,"The WW Club","The-WW-Club","http://www.meetup.com/The-WW-Club/",5,1442448426000,"<p>Have you ever wanted to simply go for a drink, to a movie or listen to a live band and really didn't haven't anyone to do it with? well.... search no more!!!!! This group is designed for the ""WOMAN AT HEART"" and those who are open minded, full of life and simply enjoy having a good time. I'm not the typical organizer, I am open to ideas, suggestions, and recommendations after all... THIS IS OUR GROUP. I have experience in the organizer seat, so let's collaborate, uplift and enjoy!!!!</p>","Cimone",190778296
4912482,"The West End Runners Club","RUN-EAT-DRINK-FUN-REPEAT","http://www.meetup.com/RUN-EAT-DRINK-FUN-REPEAT/",4.82,1347549906000,"<p><strong>WELCOME TO WERC!</strong></p> 
<p><span>The 12th affiliate of the FFP Running Clubs organization! We run every Tues. night (rain or shine) 5:30pm-8:30pm</span> MISSION:<br> West End Running Club is dedicated to making Houston a healthier and happier place to live by promoting a culture of fitness, fun, and philanthropy.<br> <br> -Encouraging people of all fitness levels to make running a fun part of their daily lives<br> <br> -Enabling people to meet new friends and socialize with other fitness-minded individuals<br> <br> -Empower people to advance the health and well-being of our community by giving back<br> <span>Company Overview</span>The West End - A Public House - Houston, TX hosts a weekly run every Tuesday night from 5:30pm to 8:30pm.<br> <br> We meet at The West End every Tuesday night, then run a 2, 3, 4 or 6 mile route and meet back at The West End for a bite to eat &amp; beer. FREE to join!</p> 
<p>&nbsp;</p> 
<p><br> <br></p> 
<p>&nbsp;</p>","Pejman Jamea",62951482
2532782,"Big Data Houston","Big-Data-Houston","http://www.meetup.com/Big-Data-Houston/",4.4,1316799365000,,"Sudhi",13124467
20021425,"Houston Data Science","Houston-Data-Science","http://www.meetup.com/Houston-Data-Science/",4.95,1464787922000,"<p>Inspiring those who have a deep desire to learn theory and practice of data science through teachings, trainings, tutorials and discussions.</p>","Ted Petrou",16691721
10390322,"Microsoft Azure User Group - Houston","AzureHouston","http://www.meetup.com/AzureHouston/",4.72,1379948838000,"<p><span>This group is for anyone interested in a discussion with others local to the Houston area around any aspect of&nbsp;<a href=""https://azure.microsoft.com/en-us/"">Microsoft&nbsp;Azure</a> and it's&nbsp;rapidly-growing, surrounding (non-Microsoft) ecosystem.&nbsp;</span></p>
<p><span>We try and meet each month or so and talk about some aspect of Azure that might be of interest to as many people as possible.</span><span>Topics range across both all Azure services (</span><a href=""http://azureplatform.azurewebsites.net/en-us/"" class=""linkified"">http://azureplatform.azurewebsites.net/en-u...</a><span>) and 3rd-Party solutions that are deployed upon it so there should be something for everyone. Interested professionals might include a wide range, from infrastructure-focused IT Pros to Developers and Solution, Application or Enterprise Architects, Security practitioners, ""Big Data"" Scientists, and of course business leaders up to C-suite executives wanting to understand the high-level value propositions of the various features that Public Cloud enables in order to properly guide their businesses to ""The Cloud"". We also discuss solutions that 3rd Party (i.e. non-Microsoft) software vendors build on top of Azure to fill in feature gaps (via the Azure <a href=""https://azure.microsoft.com/en-us/marketplace/"">Marketplace</a>).</span></p>
<p>No matter your role, we encourage everyone to join us no matter the topic because Public Cloud is the leveler that, for example, means those from a Development background now need to understand more about automated infrastructure than they ever have before, and those with an IT infrastructure background need to understand more about DevOps or Containers than they ever have before. The amount and pace of change that Cloud Computing&nbsp; is bringing about to those in business and Technology is simply unprecedented and this group is one way everyone in the Community can try and keep up with it all.</p>
<p>Each event will focus on just one Azure area or Service or 3rd Party (<a href=""https://azure.microsoft.com/en-us/marketplace/"">Marketplace</a>) solution, and typically have a guest speaker, a high-level overview followed by technical demonstration(s), and a Q&amp;A session so we can not only share stories but everyone can learn from each other's experiences.</p>
<p>We look forward to seeing you soon!</p>","Asa Black",118447962
20629619,"The Get Down, Houston Meetup","The-Get-Down-Houston-Meetup","http://www.meetup.com/The-Get-Down-Houston-Meetup/",0,1475783219000,"<p>The NEW driving force for Houston's professional scene:</p> 
<p>THE. GET. DOWN. Entry is free alll night!! And 5pm-9pm Happy Hour specials [$5.00 You Call Its]</p> 
<p>Spend your Friday's at the new and renovated Mosaic Lounge with like minded professionals and enjoy the sounds curated by DJ Debanair from 5PM-9PM and 97.9's DJ YoungStreetz</p>","JPE",214476466
20415285,"StartUp SEO","StartUp-SEO","http://www.meetup.com/StartUp-SEO/",0,1473641788000,"<p><span>If you are involved in a Startup, an entrepreneur wanting to explore new ventures, or perhaps even an investor looking for a cutting edge idea to take on as your next project, StartUp SEO is perfect for you. StartUp SEO is about facilitating an environment that stimulates inspiration while building community centered around collaboration.&nbsp;</span></p>
<p>The mission of StartUp SEO is to facilitate an environment where entrepreneurs can educate one another through collaboration with their peers. StartUps who need to leverage SEO to achieve success will greatly benefit from this meetup group. Some of the benefits members will see from attending include:</p>
<p>• Network and Meet New People With Innovative Ideas <br></p>
<p>• Learn From One Another and Gain Inspiration <br></p>
<p>• Get Introduced to Potential Partners and/or Investors&nbsp; <br></p>
<p>• Meet and Learn from Successful StartUp Owners Who Used Internet Marketing as their sole marketing &nbsp; &nbsp; &nbsp;channel. <br></p>
<p> <br></p>
<p><b>What does the SEO mean?</b></p>
<p>SEO is a key tactic that many StartUps have used to grow their business and become successful. While SEO is a part of the name, SEO will not be every topic of discussion. However, more than likely, SEO can easily tie into a majority of your StartUp strategies.</p>
<p> <br></p>
<p> <br></p>","Josh Belland",212447878
20120380,"HOUDATS! - Louisiana Love with a Houston Flair","HOUDATS-Louisiana-Love-with-a-Houston-Flair","http://www.meetup.com/HOUDATS-Louisiana-Love-with-a-Houston-Flair/",4,1467039175000,"<p>This is a group for Louisiana transplants who call Houston home, Texas natives with Louisiana roots or anyone who enjoys the ""joie de vivre"" lifestyle. Come hang out and meet other individuals who love the Saints, Cajun food, Bayou living, Second lines, Zydeco, Jazz music and good ole fashion Southern hospitality. All are welcome. Looking forward to exploring Houston and meeting some down-home folks. Laissez les bon ton rouler! (Let the good times roll)</p>","Erica Melancon Fox",13851978
2084801,"Houston H Friends","Houston-H-Friends","http://www.meetup.com/Houston-H-Friends/",4.75,1309153104000,"<p>Welcome Houston H friends! There are a 437737 reasons to join us!</p>
<p>This Meetup group is primarily focused around communicating social events for people with Herpes aka HSV this group is intended to help keep people informed of upcoming events around the Houston Metropolitan Area. We also welcome those with HPV (some of us have both).</p>
<p><span>This site is dedicated to helping bring the herpes and HPV challenged residents of Houston closer together through improved communications, support, education and promotion of social gatherings. Our events are located all over Houston and the Woodlands, including Sugar Land, Clear Lake and Galveston. Members also drive in from College Station, Beaumont, Austin, Dallas-Fort Worth and San Antonio!</span></p>
<p>Friendship and support await you, join our group and socialize with some great new people!</p>
<p><span>We also have a secret Facebook Group, once you attend an event we can add you to that group.</span></p>
<p>Need to talk ? Message me here or email me at Luna_roma@hotmail.com</p>
<p><span>Visit http://www.houstonhelp.info/ for support meeting info</span></p>
<p><span>see ya soon</span></p>
<p><span>Brenda</span></p>
<p><span>Houston H Friends moderator</span></p>","Luna",427900
4379842,"Houston Professionals Social Group 30s - 50s","Houston-Professionals-30s-50s","http://www.meetup.com/Houston-Professionals-30s-50s/",4.74,1343103405000,"<p><span><em>Houston&nbsp;is a treasure-trove of history, culture, art, food and people. This group is about exploring and discovering the city, as well as making friends, meeting people and having fun along the way!</em></span></p>
<p><span><em>This group is for singles, couples, new-in-towners or&nbsp;people who have been in the&nbsp;Houston area for a while and are simply looking for a new group to go out with.</em></span></p>
<p><span><em>Several times&nbsp;a month we will gather in a variety of venues&nbsp;to attend&nbsp;events such as:&nbsp;Miller Outdoor Theater productions,&nbsp;live music, performance art, outdoor activities;&nbsp;5K runs, hiking, walking and kayaking,&nbsp;museum exhibits and&nbsp;tours, happy hours, house parties, cultural festivals, wine tasting and foodie events and more.</em></span></p>
<p><span><em><img width=""378"" height=""392"" src=""https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/a/a/4/8/event_154543592.jpeg""></em></span></p>","Martha",7785789
20669326,"Meetups During The Day","Meetups-During-The-Day","http://www.meetup.com/Meetups-During-The-Day/",0,1476059268000,"<p>This Meetup is for those who can't regularly make later meetup activities (due to work, kids, school, etc.), but would still like to meet new people and/or do something social. Meetups can include brunch, lunch, movies, coffee, etc. and most will be between 10am - 2pm during the weekday, but activities at other times and weekends can be planned.</p>","Kay",11436361
19092167,"Houston Data Geeks","houston-data-geeks","http://www.meetup.com/houston-data-geeks/",0,1446699484000,"<p>Open to all Houstonians interested in Big Data, Data Science, Machine Learning, Analytics, Hadoop, Spark, Cassandra, MongoDB, Data Mining, NoSQL, ... you get the picture.</p>","Lynn Bender",195124456
20521005,"Houston Smash4","HoustonSmash4","http://www.meetup.com/HoustonSmash4/",0,1475200809000,"<p>Welcome to the Official Houston Smash4 Group on Meetup. We are the largest Facebook group in Texas dedicated to Smash4. We strive to maintain the best place in Texas to play Smash4. In this group you will find many Smash enthusiasts, players, events, and tournaments. If you were looking to get involved with Smash4 in Houston you found the right place.</p>
<p>Facebook Page <br><a href=""https://www.facebook.com/HoustonSmash4/"" class=""linkified"">https://www.facebook.com/HoustonSmash4/</a></p>
<p>Facebook Group <br><a href=""https://www.facebook.com/groups/HoustonSmashbros4/"" class=""linkified"">https://www.facebook.com/groups/HoustonSmashbros4/</a></p>
<p>As a member of this group we expect you to follow all the rules and policies located in the files section of the Facebook group page. <br>If you have any questions reach out to any of the admin.</p>","Anibal Alvear",31543662
20152524,"Machine Learning Study Group @ Houston","Machine-Learning-Home","http://www.meetup.com/Machine-Learning-Home/",4.83,1467814449000,"<p>A home for data scientists and machine learning enthusiasts; <br>Read latest machine learning papers together, catching the trend of AI and discuss one or two papers at meetup; <br>Building something intelligent together, open to all cool ideas; <br>Share your experience and story with others.</p>","Yan Xu",208483804
19625570,"Houston Artificial Intelligence Meetup","Houston-Artificial-Intelligence-Meetup","http://www.meetup.com/Houston-Artificial-Intelligence-Meetup/",0,1456432617000,"This group is for anyone interested in Artificial Intelligence and its fields. No specific requirements! Everyone is welcome!","Mikhail M.Meskhi",200428625
1680718,"Houston Concerts & Live Music","houstonconcerts","http://www.meetup.com/houstonconcerts/",4.57,1280084034000,"<p>We love live music. Houston has some really amazing ""hidden gems"" and is also beginning to draw the bigger names. Our goal is to find those hidden gems, see those big names and hopefully makes some friends along the way.</p>","Bucky Goldberg",61843872
16545232,"Podcast Houston","Podcast-Houston","http://www.meetup.com/Podcast-Houston/",0,1408724302000,"<p>Calling all Podcasters and wannabe Podcasters in the Houston area! </p>
<p>Let's get together to share our experience and Podcasting stories. </p>
<p>Podcasting is the easiest, fastest, and most cost-effective way in history to build your brand, tell your story, and engage your community - or just have a little fun. </p>
<p>Whether you're already a podcaster, thinking about starting a podcast, or in the middle of launching your very first podcast - Podcast Houston is the group for you - Join Us in the Galleria for fun, food, and fellowship.</p>","Jim Munchbach",110957202
1623761,"Chinese speakers in Houston","ChineseHouston","http://www.meetup.com/ChineseHouston/",4.82,1270092913000,"<p>Hello Chinese speaking friends in Houston! Do you find it
difficult to meet other Chinese speakers in Houston? Would you like
to meet some new friends outside of school or work? Let's practice
our Chinese (Mandarin or Cantonese) and make some new friends. Our
goal is to organize both social and/or educational events somewhere
around once a week. We'll meet weekends or after hours from work.
Let's network, have fun, laugh, and enrich each others lives!</p>
<p>&nbsp;</p>
<p>We don't have any kind of membership dues, though if you have
fun at the activities, please feel free to chip in a dollar here or
there to help go towards the cost of the site. =)</p>","Robert Nodge",2806588
20379795,"iNova45      A Create Tank","iNova45","http://www.meetup.com/iNova45/",0,1472801973000,"<p>Innovators, Creators, Geniuses. This is not your mothers meetup. We are a serious group of creators/innovators fleshing out projects in real life/time. Serious, dedicated adventurers only need apply.</p>","Jereme",157880692
19838677,"ACM Houston","ACM-Houston","http://www.meetup.com/ACM-Houston/",5,1460601328000,"<p>ACM Houston is a non-profit professional group that meets regularly to discuss diverse topics in computer science such as user experience, user research, data visualization, predictive analytics, applied machine learning, statistical modeling, open data, and artificial neural networks. Meeting topics are varied and range from tutorials on basic concepts and their applications, to success stories from local practitioners and academic students, to discussions of tools, new technologies, and best practices. All are welcome to attend, to meet others, and to present their work. ACM Houston is powered by the ACM NAU Student Chapter and ACM Local at Association for Computing Machinery, Inc.</p>","ACM",176842802
20343896,"Friday Night Lights Texas High School Football","Friday-Night-Lights-Texas-High-School-Football-Tour-2016","http://www.meetup.com/Friday-Night-Lights-Texas-High-School-Football-Tour-2016/",0,1471925910000,"<p>Texas High School Football Fans this is for you! Each week our members will select the week's best match up in the greater Houston area by Wednesday. Game night we'll meet, have a bite and watch a Texas tradition.</p>","Deon Reynolds",13152096
20797786,"Pop-up Bike & Brunch Tour","Pop-up-Bike-Brunch-Tour","http://www.meetup.com/Pop-up-Bike-Brunch-Tour/",0,1476853209000,"<p>If you would like to enjoy a Bike Tour starting in the heart of 3rd ward, through the museum district and more followed by a nice brunch at Biskit Junkie hot new restaurant located at 403 Westheimer.</p>","LetsDoThisHouston",215207568
4406492,"Houston On Lunch ~ Downtown","holdmg","http://www.meetup.com/holdmg/",5,1343406489000,"<p><em><span style=""color : #000080 ; font-size : medium"">Our social group is for people who wish to share a dining experience in the Downtown area. We will enjoy a weekday luncheon or lunch-related activity once or twice a month. Members are encouraged to suggest restaurants or other venues for the group.</span></em></p>
<p><em><span style=""color : #000080 ; font-size : medium"">Every event will have specific details. Event updates will provide all necessary information such as the meet and greet location.</span></em></p>
<p><em><span style=""color : #000080 ; font-size : medium"">Please contact the Organizer with any questions.</span></em></p>","Kathleen Craig, CTA",10949225
8801502,"The Houston Machine Learning Group","The-Houston-Machine-Learning-Group","http://www.meetup.com/The-Houston-Machine-Learning-Group/",5,1370468329000,"<p>One day, we will be able to create the mind. This meet-up is about everything that comes along the way. If you love Machine Learning at technical, business or philosophical level, then you will enjoy this group and the meet-ups.</p>","Mark Kerzner",14193833
19154655,"Deer Park Professionals","Deer-Park-Professionals","http://www.meetup.com/Deer-Park-Professionals/",0,1448477438000,"<p>Professionals who live and work in around Deer Park, TX. This is initially being set up to see how much interest there would be for those who live and esp work in the area and can attend short meetups possibly after work before heading home on weekday evenings, and can be expanded as we see fit to include community service events.</p>","Pierr Castillo",138730712
