"","rsvp_id","event_id","member_id","guests","response","created","mtime"
"65",668155562,"101724932",7940548,0,"no",2013-01-27 22:23:15,2013-01-27 22:23:52
"66",668487642,"101724932",7473352,0,"no",2013-01-28 07:50:56,2013-01-28 07:50:56
"67",672294362,"101724932",57347222,0,"no",2013-01-30 20:41:15,2013-01-30 20:41:15
"68",668840182,"101724932",29260162,0,"no",2013-01-28 12:09:51,2013-01-28 12:09:51
"69",669699072,"101726442",62712452,0,"no",2013-01-28 21:56:05,2013-01-28 22:30:18
"70",668840502,"101726442",29260162,0,"no",2013-01-28 12:10:00,2013-01-28 12:10:00
"71",668169322,"101726442",7940548,0,"no",2013-01-27 22:36:01,2013-01-27 22:36:18
"72",672296072,"101726442",57347222,0,"no",2013-01-30 20:42:47,2013-01-30 20:42:47
"73",668481992,"101726442",7473352,0,"no",2013-01-28 07:45:12,2013-01-28 07:50:02
"74",669014312,"101729122",13753718,0,"yes",2013-01-28 13:57:18,2013-01-28 13:57:18
"75",668486222,"101729122",7473352,0,"no",2013-01-28 07:49:32,2013-01-28 07:49:32
"76",672294232,"101729122",57347222,0,"no",2013-01-30 20:41:03,2013-01-30 20:41:03
"77",668190962,"101729122",7940548,0,"no",2013-01-27 22:57:39,2013-01-27 22:58:57
"78",668221182,"101729122",59258622,0,"no",2013-01-27 23:33:44,2013-01-27 23:33:44
"79",668840702,"101729122",29260162,0,"no",2013-01-28 12:10:06,2013-01-28 12:10:06
"80",668485892,"101731062",7473352,0,"no",2013-01-28 07:49:10,2013-01-28 07:49:10
"81",680179502,"101731062",57347222,0,"no",2013-02-05 22:54:19,2013-02-05 22:54:19
"82",668789692,"101731062",36360852,2,"yes",2013-01-28 11:39:53,2013-01-28 11:39:53
"83",668845252,"101731062",29260162,0,"no",2013-01-28 12:12:49,2013-01-28 12:12:49
"84",668209862,"101731062",7940548,0,"yes",2013-01-27 23:19:29,2013-01-27 23:19:29
"85",706089992,"101732722",3570728,0,"no",2013-02-26 16:12:39,2013-02-26 16:12:39
"86",776115732,"101732722",53942392,0,"yes",2013-04-22 13:31:58,2013-04-22 13:31:58
"87",774013722,"101732722",57347222,0,"no",2013-04-20 20:47:54,2013-04-20 20:47:54
"88",708422712,"101732722",29260162,0,"no",2013-02-28 11:02:23,2013-03-15 12:19:35
"89",668224322,"101732722",7940548,0,"no",2013-01-27 23:37:53,2013-01-27 23:38:08
"90",668485372,"101732722",7473352,0,"no",2013-01-28 07:48:43,2013-01-28 07:48:44
"91",668250632,"101735632",7940548,0,"no",2013-01-28 00:16:17,2013-01-28 00:16:37
"92",668839442,"101735632",29260162,0,"no",2013-01-28 12:09:28,2013-01-28 12:09:28
"93",668481602,"101735632",7473352,0,"no",2013-01-28 07:44:50,2013-01-28 07:44:50
"94",668629112,"101735632",73541742,0,"no",2013-01-28 09:49:25,2013-01-28 09:49:25
"95",669485792,"101735632",57347222,0,"no",2013-01-28 19:15:13,2013-01-28 19:15:13
"96",668411892,"101735632",74830712,2,"yes",2013-01-28 06:14:16,2013-01-28 06:14:39
"97",706081052,"101736532",3570728,0,"no",2013-02-26 16:05:46,2013-02-26 16:05:46
"98",708416842,"101736532",29260162,0,"no",2013-02-28 10:57:18,2013-02-28 10:57:18
"99",706167422,"101736532",65800752,0,"no",2013-02-26 17:15:35,2013-02-26 17:15:35
"100",668303762,"101736532",7211579,0,"yes",2013-01-28 01:59:38,2013-01-28 01:59:38
"101",668256752,"101736532",7940548,0,"no",2013-01-28 00:25:56,2013-01-28 00:26:06
"102",719874292,"101736532",7473352,0,"no",2013-03-09 07:28:56,2013-03-09 07:28:57
"103",668270362,"101738112",7940548,0,"no",2013-01-28 00:48:48,2013-01-28 00:49:13
"104",689790752,"101738112",8047766,0,"yes",2013-02-13 15:55:59,2013-02-13 15:55:59
"105",694745162,"101738112",65800752,0,"no",2013-02-17 23:13:17,2013-02-17 23:13:17
"106",695656812,"101738112",51155242,0,"yes",2013-02-18 15:29:56,2013-02-18 15:29:56
"107",692283262,"101738112",74830712,2,"yes",2013-02-15 18:02:24,2013-02-15 18:02:24
"108",702055552,"101738112",2986539,0,"yes",2013-02-23 14:00:08,2013-02-23 14:00:08
"109",689970832,"101738112",57347222,0,"no",2013-02-13 18:43:54,2013-02-13 18:43:54
"110",684266472,"101738112",79915532,0,"yes",2013-02-09 07:47:22,2013-02-09 07:47:22
"111",668846072,"101738112",29260162,0,"no",2013-01-28 12:13:16,2013-01-28 12:13:16
"112",691220482,"101738702",7427369,0,"no",2013-02-14 20:13:18,2013-02-21 12:34:52
"113",668276252,"101738702",7940548,0,"no",2013-01-28 00:59:16,2013-01-28 00:59:31
"114",697791272,"101738702",13753718,0,"yes",2013-02-20 07:08:35,2013-02-20 07:08:35
"115",694741802,"101738702",80765892,0,"yes",2013-02-17 23:08:31,2013-02-17 23:08:31
"116",668541502,"101738702",8047766,0,"yes",2013-01-28 08:39:24,2013-01-28 08:39:24
"117",668845892,"101738702",29260162,0,"no",2013-01-28 12:13:10,2013-01-28 12:13:10
"118",684584322,"101738702",49930402,0,"yes",2013-02-09 13:32:31,2013-02-09 13:32:31
"119",694743462,"101738702",65800752,0,"no",2013-02-17 23:10:49,2013-02-17 23:10:49
"120",689971112,"101738702",57347222,0,"no",2013-02-13 18:44:04,2013-02-13 18:44:04
"121",698432722,"101738702",77208362,0,"yes",2013-02-20 16:11:30,2013-02-20 16:11:30
"122",691905502,"101738702",7473352,0,"no",2013-02-15 12:15:27,2013-02-15 12:15:27
"123",698645222,"101738702",78304472,0,"yes",2013-02-20 19:14:43,2013-02-20 19:14:43
"124",775774722,"101739342",80883672,0,"yes",2013-04-22 09:52:47,2013-04-22 09:52:47
"125",774941772,"101739342",57347222,0,"no",2013-04-21 17:43:29,2013-04-21 17:43:29
"126",668281472,"101739342",7940548,0,"no",2013-01-28 01:08:56,2013-01-28 01:09:07
"127",706090642,"101739342",3570728,0,"no",2013-02-26 16:13:11,2013-02-26 16:13:11
"128",708423122,"101739342",29260162,0,"no",2013-02-28 11:02:47,2013-02-28 11:02:47
"129",685119192,"101739342",7427369,0,"yes",2013-02-10 01:26:57,2013-02-10 01:26:57
"130",672310282,"101740542",57347222,0,"no",2013-01-30 20:53:12,2013-01-30 20:53:12
"131",668845112,"101740542",29260162,0,"no",2013-01-28 12:12:43,2013-01-28 12:12:43
"132",668291742,"101740542",7940548,0,"no",2013-01-28 01:30:41,2013-01-28 01:31:25
"133",668484262,"101740542",7473352,0,"no",2013-01-28 07:47:35,2013-01-28 07:47:35
"134",684717272,"101740542",79984082,0,"yes",2013-02-09 15:59:42,2013-02-09 15:59:42
"135",46918921,"10182660",8846985,0,"no",2009-04-15 02:09:40,2009-04-15 02:09:40
"136",46868774,"10182660",8969545,0,"no",2009-04-14 13:31:52,2009-04-14 13:31:52
"137",46852162,"10182660",5867585,9,"yes",2009-04-14 10:18:25,2009-04-14 10:22:47
"138",46853990,"10182660",2986832,0,"no",2009-04-14 10:41:28,2009-04-14 10:41:28
"139",47009386,"10182660",8300250,0,"no",2009-04-16 10:41:53,2009-04-16 10:41:53
"140",46965890,"10182660",7112265,1,"yes",2009-04-15 18:07:54,2009-04-15 18:07:54
"141",46974347,"10182660",2251804,0,"no",2009-04-15 20:07:44,2009-04-15 20:07:44
"142",47006658,"10182660",8536297,1,"yes",2009-04-16 10:03:32,2009-04-16 10:03:32
"143",46959817,"10182660",2193331,0,"no",2009-04-15 16:54:20,2009-04-15 16:54:20
"144",48921356,"10187313",2757620,0,"yes",2009-05-12 16:30:49,2009-05-12 16:30:49
"145",47932174,"10187313",7906126,0,"yes",2009-04-29 05:36:36,2009-04-29 05:36:36
"146",48920593,"10187313",622260,0,"yes",2009-05-12 16:21:15,2009-05-12 16:21:15
"147",47894033,"10187313",8814027,0,"yes",2009-04-28 15:49:10,2009-04-28 15:49:10
"148",47920660,"10187313",7595901,0,"yes",2009-04-28 21:59:02,2009-04-28 21:59:02
"149",48393241,"10187313",6881092,0,"yes",2009-05-05 09:49:55,2009-05-05 09:49:55
"150",48925726,"10187313",9544848,0,"no",2009-05-12 17:30:13,2009-05-12 17:30:13
"151",47885599,"10187313",7604696,0,"no",2009-04-28 14:14:44,2009-05-11 15:15:27
"152",48035875,"10187313",9464172,0,"yes",2009-04-30 13:06:52,2009-04-30 13:06:52
"153",47899436,"10187313",5010990,0,"yes",2009-04-28 16:58:25,2009-04-28 16:58:25
"154",47997234,"10187313",5852474,0,"yes",2009-04-29 21:33:17,2009-04-29 21:33:17
"155",48828988,"10187313",9077283,0,"no",2009-05-11 14:16:35,2009-05-11 14:16:35
"156",47887425,"10187313",4185821,0,"no",2009-04-28 14:34:57,2009-04-28 14:34:57
"157",47954510,"10187313",7962671,0,"yes",2009-04-29 12:14:43,2009-04-29 12:14:43
"158",48875862,"10187313",9272810,0,"yes",2009-05-12 04:14:51,2009-05-12 04:14:51
"159",48886131,"10187313",2021906,0,"yes",2009-05-12 09:07:38,2009-05-12 09:07:38
"160",48021876,"10187313",9246317,0,"yes",2009-04-30 09:48:02,2009-04-30 09:48:02
"161",47911552,"10187313",8823184,0,"yes",2009-04-28 19:51:20,2009-04-28 19:51:20
"162",48075910,"10187313",8626923,0,"yes",2009-04-30 22:30:32,2009-04-30 22:30:32
"163",47885723,"10187313",7585366,0,"no",2009-04-28 14:16:13,2009-04-28 14:16:13
"164",47923103,"10187313",7589355,0,"no",2009-04-28 22:41:05,2009-04-28 22:41:05
"165",47886002,"10187313",5982213,0,"no",2009-04-28 14:19:29,2009-05-11 13:36:56
"166",48856501,"10187313",2039012,0,"yes",2009-05-11 20:04:02,2009-05-11 20:04:02
"167",47887807,"10187313",8737276,0,"yes",2009-04-28 14:39:24,2009-04-28 14:39:24
"168",48423880,"10187313",5918539,0,"yes",2009-05-05 15:47:29,2009-05-05 15:47:29
"169",48917968,"10187313",9235417,0,"yes",2009-05-12 15:48:58,2009-05-12 15:48:58
"170",48869615,"10187313",8767412,0,"no",2009-05-11 23:11:37,2009-05-11 23:11:37
"171",48026610,"10187313",9340736,0,"yes",2009-04-30 10:59:06,2009-04-30 10:59:06
"172",47885811,"10187313",4498099,0,"yes",2009-04-28 14:17:20,2009-04-28 14:17:20
"173",47952382,"10187313",4589481,0,"yes",2009-04-29 11:48:09,2009-04-29 11:48:09
"174",48605087,"10189588",7905457,1,"yes",2009-05-07 21:27:06,2009-05-07 21:27:06
"175",671321882,"101928602",57347222,0,"no",2013-01-30 06:09:18,2013-01-30 06:09:18
"176",670017442,"101928602",7473352,0,"no",2013-01-29 07:21:02,2013-01-29 07:21:02
"177",669861032,"101928602",7940548,0,"no",2013-01-29 01:30:42,2013-01-29 01:30:57
"178",672217782,"101928602",29260162,0,"no",2013-01-30 19:41:00,2013-01-30 19:41:00
"179",670041292,"101928602",62712452,0,"no",2013-01-29 07:50:03,2013-01-29 07:50:03
"180",46956148,"10193269",7905457,0,"yes",2009-04-15 16:20:58,2009-04-15 16:20:58
"181",46958564,"10193407",7905457,0,"yes",2009-04-15 16:42:40,2009-04-15 16:42:40
"182",46973867,"10194869",7905457,0,"yes",2009-04-15 20:00:59,2009-04-15 20:00:59
"183",677040392,"101983502",4107613,0,"yes",2013-02-03 19:51:06,2013-02-03 19:51:06
"184",673073942,"101983502",14006774,0,"yes",2013-01-31 13:15:47,2013-01-31 13:15:47
"185",677214002,"101983502",35084782,0,"no",2013-02-03 22:43:43,2013-02-03 22:43:43
"186",677119812,"101983502",8372031,0,"no",2013-02-03 21:08:14,2013-02-03 21:08:14
"187",675064162,"101983502",77884272,0,"yes",2013-02-01 23:58:17,2013-02-01 23:58:17
"188",675675492,"101983502",53693642,0,"yes",2013-02-02 15:23:31,2013-02-07 21:31:14
"189",670326132,"101983502",8531395,0,"yes",2013-01-29 12:11:52,2013-01-29 12:11:52
"190",670622082,"101983502",56848722,0,"no",2013-01-29 15:59:49,2013-02-03 17:29:34
"191",673741512,"101983502",10051226,0,"yes",2013-01-31 22:37:55,2013-01-31 22:37:55
"192",681013962,"101983502",1394349,0,"no",2013-02-06 15:32:59,2013-02-09 16:07:06
"193",677285322,"101983502",49289572,0,"no",2013-02-04 00:09:50,2013-02-06 10:41:46
"194",683281372,"101983502",22857181,0,"yes",2013-02-08 10:28:43,2013-02-09 16:07:06
"195",678652902,"101983502",77033782,0,"yes",2013-02-04 20:28:30,2013-02-04 20:28:30
"196",673856532,"102473152",7940548,0,"no",2013-02-01 01:43:32,2013-02-01 01:43:50
"197",738022972,"102473152",78304472,0,"no",2013-03-23 16:25:51,2013-03-23 16:40:01
"198",733478272,"102473152",57347222,0,"no",2013-03-19 23:01:35,2013-03-19 23:01:35
"199",708421762,"102473152",29260162,0,"no",2013-02-28 11:01:34,2013-02-28 11:01:34
"200",706086822,"102473152",3570728,0,"no",2013-02-26 16:10:13,2013-02-26 16:10:13
"201",736772592,"102473152",7473352,0,"no",2013-03-22 13:34:37,2013-03-22 16:52:00
"202",872769542,"102931192",100489042,0,"no",2013-07-07 00:03:26,2013-07-07 00:03:26
"203",878795812,"102931192",75052352,0,"no",2013-07-11 08:23:28,2013-07-11 08:23:28
"204",679103032,"102931192",7473352,0,"no",2013-02-05 07:58:39,2013-02-05 07:58:39
"205",694296142,"102931192",65800752,0,"no",2013-02-17 16:05:15,2013-02-26 16:45:41
"206",882219372,"102931192",102135222,0,"yes",2013-07-14 00:37:00,2013-07-14 00:37:00
"207",739017342,"102931192",10292749,0,"yes",2013-03-24 15:54:09,2013-03-24 15:54:09
"208",679060392,"102931192",73541742,0,"yes",2013-02-05 07:04:29,2013-02-05 07:04:29
"209",677577142,"102931192",11557456,0,"yes",2013-02-04 08:37:48,2013-02-04 08:37:48
"210",679231952,"102931192",10847977,0,"yes",2013-02-05 10:01:33,2013-02-05 10:01:33
"211",706092772,"102931192",3570728,0,"no",2013-02-26 16:14:52,2013-02-26 16:14:52
"212",678888952,"102931192",7940548,0,"no",2013-02-05 00:26:33,2013-02-05 00:26:33
"213",883306232,"102931192",101642352,0,"yes",2013-07-14 22:24:37,2013-07-14 22:24:37
"214",48147440,"10294692",7905457,0,"yes",2009-05-01 20:52:21,2009-05-01 20:52:21
"215",48036628,"10297674",3553351,0,"yes",2009-04-30 13:16:28,2009-04-30 13:16:28
"216",48021581,"10297674",8300250,0,"no",2009-04-30 09:43:54,2009-04-30 09:43:54
"217",48598130,"10297674",8846985,0,"no",2009-05-07 19:34:49,2009-05-07 19:34:49
"218",48603811,"10297674",2251804,0,"no",2009-05-07 21:06:39,2009-05-07 21:06:39
"219",47979262,"10297674",2986832,5,"yes",2009-04-29 17:09:36,2009-04-30 09:28:56
"220",678696452,"103051292",12129438,0,"yes",2013-02-04 21:02:53,2013-02-04 21:02:53
"221",678774022,"103051292",79328522,1,"yes",2013-02-04 22:06:01,2013-02-04 22:06:01
"222",679495242,"103051292",7891333,0,"no",2013-02-05 13:28:41,2013-02-05 13:28:41
"223",678538342,"103051292",10949225,0,"yes",2013-02-04 19:02:17,2013-02-04 19:02:17
"224",678585972,"103051292",27865942,0,"yes",2013-02-04 19:37:30,2013-02-04 19:37:30
"225",679155592,"103051292",74417292,0,"no",2013-02-05 08:52:25,2013-02-05 08:52:25
"226",678610862,"103051292",12314700,0,"no",2013-02-04 19:56:41,2013-02-04 19:56:41
"227",678637492,"103051292",41478652,0,"no",2013-02-04 20:16:32,2013-02-04 20:16:32
"228",679101922,"103051292",54453632,0,"no",2013-02-05 07:57:05,2013-02-05 07:57:05
"229",678974772,"103105002",7940548,1,"yes",2013-02-05 04:05:31,2013-03-26 14:09:44
"230",696184382,"103105002",69872562,0,"yes",2013-02-18 22:22:49,2013-02-18 22:22:49
"231",731039312,"103105002",57347222,0,"no",2013-03-18 09:37:48,2013-03-18 09:37:48
"232",679102572,"103105002",7473352,0,"no",2013-02-05 07:58:06,2013-02-05 07:58:06
"233",679022192,"103105002",69399512,0,"yes",2013-02-05 05:58:44,2013-02-05 05:58:44
"234",706086072,"103105002",3570728,0,"no",2013-02-26 16:09:37,2013-02-26 16:09:37
"235",733658562,"103105002",30126012,0,"no",2013-03-20 05:44:19,2013-03-21 16:58:42
"236",681256042,"103110432",79611602,1,"yes",2013-02-06 18:54:52,2013-02-06 18:54:52
"237",772774302,"103110432",57347222,0,"no",2013-04-19 17:03:35,2013-04-19 17:03:35
"238",679029412,"103110432",69399512,0,"yes",2013-02-05 06:13:01,2013-02-05 06:13:01
"239",679023782,"103110432",7940548,0,"no",2013-02-05 06:01:11,2013-02-05 06:01:22
"240",706090412,"103110432",3570728,0,"no",2013-02-26 16:12:55,2013-02-26 16:12:55
"241",752245172,"103110432",74673362,1,"yes",2013-04-04 00:49:18,2013-04-04 00:49:18
"242",778498742,"103110432",7473352,0,"no",2013-04-24 07:50:28,2013-04-24 07:50:28
"243",718061272,"103110432",10016450,0,"yes",2013-03-07 17:29:19,2013-03-07 17:29:38
"244",776869622,"103110432",19953851,0,"yes",2013-04-22 23:12:15,2013-04-22 23:12:15
"245",779012602,"103110432",53942392,0,"no",2013-04-24 14:50:39,2013-04-24 14:50:39
"246",680179262,"103110632",57347222,0,"no",2013-02-05 22:54:00,2013-02-05 22:54:00
"247",679027022,"103110632",7940548,0,"no",2013-02-05 06:08:38,2013-02-05 06:08:46
"248",679109582,"103110632",13383487,0,"yes",2013-02-05 08:06:13,2013-02-05 08:06:32
"249",679169232,"103110632",13753718,0,"yes",2013-02-05 09:06:09,2013-02-05 09:06:09
"250",679107792,"103110632",7473352,0,"no",2013-02-05 08:03:57,2013-02-05 08:03:57
"251",679167462,"103110632",7211579,0,"yes",2013-02-05 09:04:29,2013-02-05 09:04:29
"252",706080042,"103111282",3570728,0,"no",2013-02-26 16:05:08,2013-02-26 16:05:08
"253",679169122,"103111282",8047766,1,"yes",2013-02-05 09:06:03,2013-02-05 09:06:03
"254",708415852,"103111282",29260162,0,"no",2013-02-28 10:56:37,2013-02-28 10:56:41
"255",679032192,"103111282",7940548,0,"no",2013-02-05 06:19:05,2013-02-05 06:19:19
"256",706163382,"103111282",65800752,0,"no",2013-02-26 17:12:22,2013-02-26 17:12:22
"257",706082892,"103217342",3570728,0,"no",2013-02-26 16:07:04,2013-02-26 16:07:04
"258",720264572,"103217342",7473352,0,"no",2013-03-09 14:36:13,2013-03-09 14:36:13
"259",727053722,"103217342",13191958,0,"no",2013-03-14 20:09:01,2013-03-14 20:09:01
"260",685118372,"103217342",7427369,0,"yes",2013-02-10 01:24:26,2013-02-10 01:24:26
"261",679840422,"103217342",7940548,0,"no",2013-02-05 18:03:28,2013-02-05 18:03:38
"262",708418532,"103217342",29260162,0,"no",2013-02-28 10:58:46,2013-02-28 10:58:46
"263",690171372,"103217342",13922892,0,"yes",2013-02-13 21:38:41,2013-02-13 21:38:41
"264",685118232,"103291202",7427369,0,"no",2013-02-10 01:23:57,2013-02-10 01:23:57
"265",708418082,"103291202",29260162,0,"no",2013-02-28 10:58:22,2013-02-28 10:58:22
"266",680353632,"103291202",7940548,0,"no",2013-02-06 05:08:27,2013-02-06 05:08:38
"267",720264322,"103291202",7473352,0,"no",2013-03-09 14:35:54,2013-03-09 14:35:57
"268",706169732,"103291202",65800752,0,"no",2013-02-26 17:17:18,2013-02-26 17:17:18
"269",706082452,"103291202",3570728,0,"no",2013-02-26 16:06:46,2013-02-26 16:06:46
"270",725930212,"103291202",57347222,0,"no",2013-03-13 22:47:58,2013-03-13 22:47:58
"271",680403192,"103291202",13753718,0,"no",2013-02-06 06:49:03,2013-02-06 06:49:03
"272",771112992,"103291662",7473352,0,"no",2013-04-18 12:08:27,2013-04-18 12:08:27
"273",708426282,"103291662",29260162,0,"no",2013-02-28 11:05:16,2013-02-28 11:05:16
"274",680357192,"103291662",7940548,0,"yes",2013-02-06 05:16:45,2013-02-06 05:16:45
"275",706091452,"103291662",3570728,0,"no",2013-02-26 16:13:50,2013-02-26 16:13:50
"276",771112472,"103292032",7473352,0,"no",2013-04-18 12:08:04,2013-04-18 12:08:04
"277",739016482,"103292032",10292749,0,"yes",2013-03-24 15:53:15,2013-03-24 15:53:15
"278",684273202,"103292032",79915532,0,"yes",2013-02-09 07:57:55,2013-02-09 07:57:55
"279",688761922,"103292032",7427369,0,"no",2013-02-12 19:31:13,2013-03-12 12:29:32
"280",706091092,"103292032",3570728,0,"no",2013-02-26 16:13:34,2013-02-26 16:13:34
"281",708423282,"103292032",29260162,0,"no",2013-02-28 11:02:55,2013-02-28 11:02:55
"282",680427142,"103292032",73657442,1,"yes",2013-02-06 07:23:23,2013-02-06 07:23:23
"283",776827272,"103292032",57347222,0,"no",2013-04-22 22:25:32,2013-04-22 22:25:32
"284",699842962,"103292032",12349125,0,"yes",2013-02-21 17:08:26,2013-02-21 17:08:26
"285",682533592,"103292032",30126012,0,"yes",2013-02-07 18:09:06,2013-02-07 18:09:06
"286",680361182,"103292032",7940548,0,"no",2013-02-06 05:26:58,2013-04-26 00:43:01
"287",680402412,"103292032",13753718,0,"yes",2013-02-06 06:47:45,2013-02-06 06:47:45
"288",706169092,"103292372",65800752,0,"no",2013-02-26 17:16:57,2013-02-26 17:16:57
"289",708417822,"103292372",29260162,0,"no",2013-02-28 10:58:09,2013-02-28 10:58:09
"290",680417102,"103292372",7473352,0,"no",2013-02-06 07:09:36,2013-02-06 07:09:36
"291",680364162,"103292372",7940548,0,"yes",2013-02-06 05:34:50,2013-02-06 05:34:50
"292",724805042,"103292372",57347222,0,"no",2013-03-13 06:03:40,2013-03-13 06:03:40
"293",706082262,"103292372",3570728,0,"no",2013-02-26 16:06:36,2013-02-26 16:06:36
"294",722648332,"103292542",57347222,0,"no",2013-03-11 14:33:36,2013-03-11 14:33:36
